"stack_name","stack_arn","parent_stack","root_stack","environment","created_at","updated_at","deleted_at","status","termination_protection","parameter_names","outputs_redacted","tags","resource_count","listed_resource_count","resource_type_counts","retained_resources","recent_events","exports","evidence_id"
"amplify-d2cux232bpa951-master-branch-53ef67772a-function1351588B-3LAUWIBLIPW2","arn:aws:cloudformation:eu-north-1:058264289478:stack/amplify-d2cux232bpa951-master-branch-53ef67772a-function1351588B-3LAUWIBLIPW2/42500ed0-a6f4-11f1-bde6-06f569a8712d","arn:aws:cloudformation:eu-north-1:058264289478:stack/amplify-d2cux232bpa951-master-branch-53ef67772a/c4d0be60-8e92-11f1-984d-0a1555aa51d9","arn:aws:cloudformation:eu-north-1:058264289478:stack/amplify-d2cux232bpa951-master-branch-53ef67772a/c4d0be60-8e92-11f1-984d-0a1555aa51d9","production/master","2026-09-02T17:32:24.119000+00:00","2026-09-10T12:07:04.338000+00:00","","UPDATE_COMPLETE","false","[""referencetoamplifyd2cux232bpa951masterbranch53ef67772adataNestedStackdataNestedStackResourceE3D0C5FCOutputsamplifyd2cux232bpa951masterbranch53ef67772adataamplifyDataGraphQLAPI3AC8DEB8ApiId"",""referencetoamplifyd2cux232bpa951masterbranch53ef67772aoverlaysourcestackNestedStackoverlaysourcestackNestedStackResource57617266Outputsamplifyd2cux232bpa951masterbranch53ef67772aoverlaysourcestackOverlaySourceOverlayPublication1B877843Arn"",""referencetoamplifyd2cux232bpa951masterbranch53ef67772aoverlaysourcestackNestedStackoverlaysourcestackNestedStackResource57617266Outputsamplifyd2cux232bpa951masterbranch53ef67772aoverlaysourcestackOverlaySourceOverlaySourceWebSocketApi6EB9FD5BRef"",""referencetoamplifyd2cux232bpa951masterbranch53ef67772aoverlaysourcestackNestedStackoverlaysourcestackNestedStackResource57617266Outputsamplifyd2cux232bpa951masterbranch53ef67772aoverlaysourcestackOverlaySourceTwitchEventDeliveryDedupeB1DA3E46Arn"",""referencetoamplifyd2cux232bpa951masterbranch53ef67772adataNestedStackdataNestedStackResourceE3D0C5FCOutputsamplifyd2cux232bpa951masterbranch53ef67772adataTwitchTokenEncryptionKey743D3932Arn"",""referencetoamplifyd2cux232bpa951masterbranch53ef67772adataNestedStackdataNestedStackResourceE3D0C5FCOutputsamplifyd2cux232bpa951masterbranch53ef67772adataamplifyDataGraphQLAPI3AC8DEB8GraphQLUrl"",""referencetoamplifyd2cux232bpa951masterbranch53ef67772adataNestedStackdataNestedStackResourceE3D0C5FCOutputsamplifyd2cux232bpa951masterbranch53ef67772adatamodelIntrospectionSchemaBucket296BD63AArn"",""referencetoamplifyd2cux232bpa951masterbranch53ef67772aoverlaysourcestackNestedStackoverlaysourcestackNestedStackResource57617266Outputsamplifyd2cux232bpa951masterbranch53ef67772aoverlaysourcestackOverlaySourceOverlaySourceConnectionD663E654Arn"",""referencetoamplifyd2cux232bpa951masterbranch53ef67772adataNestedStackdataNestedStackResourceE3D0C5FCOutputsamplifyd2cux232bpa951masterbranch53ef67772adatamodelIntrospectionSchemaBucket296BD63ARef"",""referencetoamplifyd2cux232bpa951masterbranch53ef67772aoverlaysourcestackNestedStackoverlaysourcestackNestedStackResource57617266Outputsamplifyd2cux232bpa951masterbranch53ef67772aoverlaysourcestackOverlaySourceOverlayPublication1B877843Ref"",""referencetoamplifyd2cux232bpa951masterbranch53ef67772aoverlaysourcestackNestedStackoverlaysourcestackNestedStackResource57617266Outputsamplifyd2cux232bpa951masterbranch53ef67772aoverlaysourcestackOverlaySourceTwitchEventDeliveryDedupeB1DA3E46Ref"",""referencetoamplifyd2cux232bpa951masterbranch53ef67772aoverlaysourcestackNestedStackoverlaysourcestackNestedStackResource57617266Outputsamplifyd2cux232bpa951masterbranch53ef67772aoverlaysourcestackOverlaySourceOverlaySourceConnectionD663E654Ref""]","[""amplifyd2cux232bpa951masterbranch53ef67772afunctiontwitchruntimelambda1C5DA81CRef"",""amplifyd2cux232bpa951masterbranch53ef67772afunctiontwitchruntimelambda1C5DA81CArn""]","[{""Key"":""amplify:branch-name"",""Value"":""master""},{""Key"":""amplify:deployment-type"",""Value"":""branch""},{""Key"":""amplify:app-id"",""Value"":""d2cux232bpa951""},{""Key"":""created-by"",""Value"":""amplify""}]","4","4","{""AWS::CDK::Metadata"":1,""AWS::Lambda::Function"":1,""AWS::IAM::Role"":1,""AWS::IAM::Policy"":1}","[]","[{""EventId"":""3294ca90-ad10-11f1-bfaf-0ec47da899af"",""Timestamp"":""2026-09-10T12:07:30.468000+00:00"",""LogicalResourceId"":""amplify-d2cux232bpa951-master-branch-53ef67772a-function1351588B-3LAUWIBLIPW2"",""ResourceType"":""AWS::CloudFormation::Stack"",""ResourceStatus"":""UPDATE_COMPLETE"",""ResourceStatusReason"":null},{""EventId"":""2bba2ee0-ad10-11f1-a2c9-0a852f7715ef"",""Timestamp"":""2026-09-10T12:07:18.984000+00:00"",""LogicalResourceId"":""amplify-d2cux232bpa951-master-branch-53ef67772a-function1351588B-3LAUWIBLIPW2"",""ResourceType"":""AWS::CloudFormation::Stack"",""ResourceStatus"":""UPDATE_COMPLETE_CLEANUP_IN_PROGRESS"",""ResourceStatusReason"":null},{""EventId"":""twitchruntimelambdaE27C0484-UPDATE_COMPLETE-2026-09-10T12:07:17.836Z"",""Timestamp"":""2026-09-10T12:07:17.836000+00:00"",""LogicalResourceId"":""twitchruntimelambdaE27C0484"",""ResourceType"":""AWS::Lambda::Function"",""ResourceStatus"":""UPDATE_COMPLETE"",""ResourceStatusReason"":null},{""EventId"":""twitchruntimelambdaE27C0484-UPDATE_IN_PROGRESS-2026-09-10T12:07:10.043Z"",""Timestamp"":""2026-09-10T12:07:10.043000+00:00"",""LogicalResourceId"":""twitchruntimelambdaE27C0484"",""ResourceType"":""AWS::Lambda::Function"",""ResourceStatus"":""UPDATE_IN_PROGRESS"",""ResourceStatusReason"":null},{""EventId"":""230072f0-ad10-11f1-b610-06d7e6b47cff"",""Timestamp"":""2026-09-10T12:07:04.338000+00:00"",""LogicalResourceId"":""amplify-d2cux232bpa951-master-branch-53ef67772a-function1351588B-3LAUWIBLIPW2"",""ResourceType"":""AWS::CloudFormation::Stack"",""ResourceStatus"":""UPDATE_IN_PROGRESS"",""ResourceStatusReason"":""User Initiated""},{""EventId"":""0aa39e20-ac67-11f1-a2c9-0a852f7715ef"",""Timestamp"":""2026-09-09T15:56:38.509000+00:00"",""LogicalResourceId"":""amplify-d2cux232bpa951-master-branch-53ef67772a-function1351588B-3LAUWIBLIPW2"",""ResourceType"":""AWS::CloudFormation::Stack"",""ResourceStatus"":""UPDATE_COMPLETE"",""ResourceStatusReason"":null},{""EventId"":""03da6790-ac67-11f1-8bcf-0e1c1ba39deb"",""Timestamp"":""2026-09-09T15:56:27.139000+00:00"",""LogicalResourceId"":""amplify-d2cux232bpa951-master-branch-53ef67772a-function1351588B-3LAUWIBLIPW2"",""ResourceType"":""AWS::CloudFormation::Stack"",""ResourceStatus"":""UPDATE_COMPLETE_CLEANUP_IN_PROGRESS"",""ResourceStatusReason"":null},{""EventId"":""twitchruntimelambdaE27C0484-UPDATE_COMPLETE-2026-09-09T15:56:25.892Z"",""Timestamp"":""2026-09-09T15:56:25.892000+00:00"",""LogicalResourceId"":""twitchruntimelambdaE27C0484"",""ResourceType"":""AWS::Lambda::Function"",""ResourceStatus"":""UPDATE_COMPLETE"",""ResourceStatusReason"":null},{""EventId"":""twitchruntimelambdaE27C0484-UPDATE_IN_PROGRESS-2026-09-09T15:56:18.216Z"",""Timestamp"":""2026-09-09T15:56:18.216000+00:00"",""LogicalResourceId"":""twitchruntimelambdaE27C0484"",""ResourceType"":""AWS::Lambda::Function"",""ResourceStatus"":""UPDATE_IN_PROGRESS"",""ResourceStatusReason"":null},{""EventId"":""fb36cbb0-ac66-11f1-942f-0ad1b20dfcbd"",""Timestamp"":""2026-09-09T15:56:12.638000+00:00"",""LogicalResourceId"":""amplify-d2cux232bpa951-master-branch-53ef67772a-function1351588B-3LAUWIBLIPW2"",""ResourceType"":""AWS::CloudFormation::Stack"",""ResourceStatus"":""UPDATE_IN_PROGRESS"",""ResourceStatusReason"":""User Initiated""}]","[]","resources:arn:aws:cloudformation:eu-north-1:058264289478:stack/amplify-d2cux232bpa951-master-branch-53ef67772a-function1351588B-3LAUWIBLIPW2/42500ed0-a6f4-11f1-bde6-06f569a8712d"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataPlayerChampionPoolEntryNestedSt-1VGA6FUVYCYTD","arn:aws:cloudformation:eu-north-1:058264289478:stack/amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataPlayerChampionPoolEntryNestedSt-1VGA6FUVYCYTD/c3f47e40-a6f3-11f1-a960-0a00779bf181","arn:aws:cloudformation:eu-north-1:058264289478:stack/amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3/00598700-8e93-11f1-a4cf-0e1974c31da3","arn:aws:cloudformation:eu-north-1:058264289478:stack/amplify-d2cux232bpa951-master-branch-53ef67772a/c4d0be60-8e92-11f1-984d-0a1555aa51d9","production/master","2026-09-02T17:28:52.183000+00:00","null","","CREATE_COMPLETE","false","[""DynamoDBModelTableReadIOPS"",""referencetoamplifyd2cux232bpa951masterbranch53ef67772adataamplifyDataAmplifyTableManagerNestedStackAmplifyTableManagerNestedStackResource25CEDCC1Outputsamplifyd2cux232bpa951masterbranch53ef67772adataamplifyDataAmplifyTableManagerTableManage5E848FE1"",""referencetoamplifyd2cux232bpa951masterbranch53ef67772aauthNestedStackauthNestedStackResource227B7FCFOutputsamplifyd2cux232bpa951masterbranch53ef67772aauthamplifyAuthIdentityPool57F9318DRef"",""DynamoDBEnableServerSideEncryption"",""DynamoDBEnablePointInTimeRecovery"",""DynamoDBBillingMode"",""referencetoamplifyd2cux232bpa951masterbranch53ef67772adataamplifyDataGraphQLAPINONEDSBE6E75D9Name"",""referencetoamplifyd2cux232bpa951masterbranch53ef67772aauthNestedStackauthNestedStackResource227B7FCFOutputsamplifyd2cux232bpa951masterbranch53ef67772aauthamplifyAuthauthenticatedUserRoleE089E7DERef"",""referencetoamplifyd2cux232bpa951masterbranch53ef67772adataamplifyDataGraphQLAPI3AC8DEB8ApiId"",""referencetoamplifyd2cux232bpa951masterbranch53ef67772aauthNestedStackauthNestedStackResource227B7FCFOutputsamplifyd2cux232bpa951masterbranch53ef67772aauthamplifyAuthunauthenticatedUserRole6BC226FERef"",""DynamoDBModelTableWriteIOPS""]","[""GetAttPlayerChampionPoolEntryTableStreamArn"",""GetAttPlayerChampionPoolEntryTableName""]","[{""Key"":""amplify:branch-name"",""Value"":""master""},{""Key"":""amplify:deployment-type"",""Value"":""branch""},{""Key"":""amplify:friendly-name"",""Value"":""amplifyData""},{""Key"":""amplify:app-id"",""Value"":""d2cux232bpa951""},{""Key"":""created-by"",""Value"":""amplify""}]","46","46","{""AWS::CDK::Metadata"":1,""AWS::AppSync::Resolver"":10,""AWS::AppSync::FunctionConfiguration"":32,""AWS::AppSync::DataSource"":1,""AWS::IAM::Role"":1,""Custom::AmplifyDynamoDBTable"":1}","[]","[{""EventId"":""df2fedc0-a6f3-11f1-a31e-0a63dd4ef729"",""Timestamp"":""2026-09-02T17:29:37.670000+00:00"",""LogicalResourceId"":""amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataPlayerChampionPoolEntryNestedSt-1VGA6FUVYCYTD"",""ResourceType"":""AWS::CloudFormation::Stack"",""ResourceStatus"":""CREATE_COMPLETE"",""ResourceStatusReason"":null},{""EventId"":""UpdatePlayerChampionPoolEntryResolver-CREATE_COMPLETE-2026-09-02T17:29:36.544Z"",""Timestamp"":""2026-09-02T17:29:36.544000+00:00"",""LogicalResourceId"":""UpdatePlayerChampionPoolEntryResolver"",""ResourceType"":""AWS::AppSync::Resolver"",""ResourceStatus"":""CREATE_COMPLETE"",""ResourceStatusReason"":null},{""EventId"":""GetPlayerChampionPoolEntryResolver-CREATE_COMPLETE-2026-09-02T17:29:36.535Z"",""Timestamp"":""2026-09-02T17:29:36.535000+00:00"",""LogicalResourceId"":""GetPlayerChampionPoolEntryResolver"",""ResourceType"":""AWS::AppSync::Resolver"",""ResourceStatus"":""CREATE_COMPLETE"",""ResourceStatusReason"":null},{""EventId"":""CreatePlayerChampionPoolEntryResolver-CREATE_COMPLETE-2026-09-02T17:29:36.511Z"",""Timestamp"":""2026-09-02T17:29:36.511000+00:00"",""LogicalResourceId"":""CreatePlayerChampionPoolEntryResolver"",""ResourceType"":""AWS::AppSync::Resolver"",""ResourceStatus"":""CREATE_COMPLETE"",""ResourceStatusReason"":null},{""EventId"":""QuerylistPlayerChampionPoolEntryByTeamIdResolver-CREATE_COMPLETE-2026-09-02T17:29:36.411Z"",""Timestamp"":""2026-09-02T17:29:36.411000+00:00"",""LogicalResourceId"":""QuerylistPlayerChampionPoolEntryByTeamIdResolver"",""ResourceType"":""AWS::AppSync::Resolver"",""ResourceStatus"":""CREATE_COMPLETE"",""ResourceStatusReason"":null},{""EventId"":""QuerylistPlayerChampionPoolEntryByMembershipIdResolver-CREATE_COMPLETE-2026-09-02T17:29:36.336Z"",""Timestamp"":""2026-09-02T17:29:36.336000+00:00"",""LogicalResourceId"":""QuerylistPlayerChampionPoolEntryByMembershipIdResolver"",""ResourceType"":""AWS::AppSync::Resolver"",""ResourceStatus"":""CREATE_COMPLETE"",""ResourceStatusReason"":null},{""EventId"":""DeletePlayerChampionPoolEntryResolver-CREATE_COMPLETE-2026-09-02T17:29:36.300Z"",""Timestamp"":""2026-09-02T17:29:36.300000+00:00"",""LogicalResourceId"":""DeletePlayerChampionPoolEntryResolver"",""ResourceType"":""AWS::AppSync::Resolver"",""ResourceStatus"":""CREATE_COMPLETE"",""ResourceStatusReason"":null},{""EventId"":""ListPlayerChampionPoolEntryResolver-CREATE_COMPLETE-2026-09-02T17:29:36.106Z"",""Timestamp"":""2026-09-02T17:29:36.106000+00:00"",""LogicalResourceId"":""ListPlayerChampionPoolEntryResolver"",""ResourceType"":""AWS::AppSync::Resolver"",""ResourceStatus"":""CREATE_COMPLETE"",""ResourceStatusReason"":null},{""EventId"":""UpdatePlayerChampionPoolEntryResolver-CREATE_IN_PROGRESS-2026-09-02T17:29:34.671Z"",""Timestamp"":""2026-09-02T17:29:34.671000+00:00"",""LogicalResourceId"":""UpdatePlayerChampionPoolEntryResolver"",""ResourceType"":""AWS::AppSync::Resolver"",""ResourceStatus"":""CREATE_IN_PROGRESS"",""ResourceStatusReason"":""Resource creation Initiated""},{""EventId"":""GetPlayerChampionPoolEntryResolver-CREATE_IN_PROGRESS-2026-09-02T17:29:34.644Z"",""Timestamp"":""2026-09-02T17:29:34.644000+00:00"",""LogicalResourceId"":""GetPlayerChampionPoolEntryResolver"",""ResourceType"":""AWS::AppSync::Resolver"",""ResourceStatus"":""CREATE_IN_PROGRESS"",""ResourceStatusReason"":""Resource creation Initiated""}]","[{""name"":""lte47f3mgbbvxehfgz476en3xy:GetAtt:PlayerChampionPoolEntryTable:Name"",""consumers"":[],""queryStatus"":""NO_CONSUMERS""},{""name"":""lte47f3mgbbvxehfgz476en3xy:GetAtt:PlayerChampionPoolEntryTable:StreamArn"",""consumers"":[],""queryStatus"":""NO_CONSUMERS""}]","resources:arn:aws:cloudformation:eu-north-1:058264289478:stack/amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataPlayerChampionPoolEntryNestedSt-1VGA6FUVYCYTD/c3f47e40-a6f3-11f1-a960-0a00779bf181"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataTeamMembershipNestedStackTeamMe-Z648JKYMLC8H","arn:aws:cloudformation:eu-north-1:058264289478:stack/amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataTeamMembershipNestedStackTeamMe-Z648JKYMLC8H/c3c000c0-a6f3-11f1-ba51-0e259bcc21f3","arn:aws:cloudformation:eu-north-1:058264289478:stack/amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3/00598700-8e93-11f1-a4cf-0e1974c31da3","arn:aws:cloudformation:eu-north-1:058264289478:stack/amplify-d2cux232bpa951-master-branch-53ef67772a/c4d0be60-8e92-11f1-984d-0a1555aa51d9","production/master","2026-09-02T17:28:51.838000+00:00","null","","CREATE_COMPLETE","false","[""DynamoDBModelTableReadIOPS"",""referencetoamplifyd2cux232bpa951masterbranch53ef67772adataamplifyDataAmplifyTableManagerNestedStackAmplifyTableManagerNestedStackResource25CEDCC1Outputsamplifyd2cux232bpa951masterbranch53ef67772adataamplifyDataAmplifyTableManagerTableManage5E848FE1"",""referencetoamplifyd2cux232bpa951masterbranch53ef67772aauthNestedStackauthNestedStackResource227B7FCFOutputsamplifyd2cux232bpa951masterbranch53ef67772aauthamplifyAuthIdentityPool57F9318DRef"",""DynamoDBEnableServerSideEncryption"",""DynamoDBEnablePointInTimeRecovery"",""DynamoDBBillingMode"",""referencetoamplifyd2cux232bpa951masterbranch53ef67772adataamplifyDataGraphQLAPINONEDSBE6E75D9Name"",""referencetoamplifyd2cux232bpa951masterbranch53ef67772aauthNestedStackauthNestedStackResource227B7FCFOutputsamplifyd2cux232bpa951masterbranch53ef67772aauthamplifyAuthauthenticatedUserRoleE089E7DERef"",""referencetoamplifyd2cux232bpa951masterbranch53ef67772adataamplifyDataGraphQLAPI3AC8DEB8ApiId"",""referencetoamplifyd2cux232bpa951masterbranch53ef67772aauthNestedStackauthNestedStackResource227B7FCFOutputsamplifyd2cux232bpa951masterbranch53ef67772aauthamplifyAuthunauthenticatedUserRole6BC226FERef"",""DynamoDBModelTableWriteIOPS""]","[""GetAttTeamMembershipTableName"",""amplifyd2cux232bpa951masterbranch53ef67772adataamplifyDataTeamMembershipTeamMembershipTableF40BCBADTableArn"",""GetAttTeamMembershipTableStreamArn""]","[{""Key"":""amplify:branch-name"",""Value"":""master""},{""Key"":""amplify:deployment-type"",""Value"":""branch""},{""Key"":""amplify:friendly-name"",""Value"":""amplifyData""},{""Key"":""amplify:app-id"",""Value"":""d2cux232bpa951""},{""Key"":""created-by"",""Value"":""amplify""}]","46","46","{""AWS::CDK::Metadata"":1,""AWS::AppSync::Resolver"":10,""AWS::AppSync::FunctionConfiguration"":32,""AWS::AppSync::DataSource"":1,""AWS::IAM::Role"":1,""Custom::AmplifyDynamoDBTable"":1}","[]","[{""EventId"":""df8dec40-a6f3-11f1-b7a5-0e788af110f9"",""Timestamp"":""2026-09-02T17:29:38.292000+00:00"",""LogicalResourceId"":""amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataTeamMembershipNestedStackTeamMe-Z648JKYMLC8H"",""ResourceType"":""AWS::CloudFormation::Stack"",""ResourceStatus"":""CREATE_COMPLETE"",""ResourceStatusReason"":null},{""EventId"":""ListTeamMembershipResolver-CREATE_COMPLETE-2026-09-02T17:29:37.123Z"",""Timestamp"":""2026-09-02T17:29:37.123000+00:00"",""LogicalResourceId"":""ListTeamMembershipResolver"",""ResourceType"":""AWS::AppSync::Resolver"",""ResourceStatus"":""CREATE_COMPLETE"",""ResourceStatusReason"":null},{""EventId"":""DeleteTeamMembershipResolver-CREATE_COMPLETE-2026-09-02T17:29:37.082Z"",""Timestamp"":""2026-09-02T17:29:37.082000+00:00"",""LogicalResourceId"":""DeleteTeamMembershipResolver"",""ResourceType"":""AWS::AppSync::Resolver"",""ResourceStatus"":""CREATE_COMPLETE"",""ResourceStatusReason"":null},{""EventId"":""UpdateTeamMembershipResolver-CREATE_COMPLETE-2026-09-02T17:29:36.651Z"",""Timestamp"":""2026-09-02T17:29:36.651000+00:00"",""LogicalResourceId"":""UpdateTeamMembershipResolver"",""ResourceType"":""AWS::AppSync::Resolver"",""ResourceStatus"":""CREATE_COMPLETE"",""ResourceStatusReason"":null},{""EventId"":""GetTeamMembershipResolver-CREATE_COMPLETE-2026-09-02T17:29:36.562Z"",""Timestamp"":""2026-09-02T17:29:36.562000+00:00"",""LogicalResourceId"":""GetTeamMembershipResolver"",""ResourceType"":""AWS::AppSync::Resolver"",""ResourceStatus"":""CREATE_COMPLETE"",""ResourceStatusReason"":null},{""EventId"":""QuerylistTeamMembershipByUserIdResolver-CREATE_COMPLETE-2026-09-02T17:29:36.519Z"",""Timestamp"":""2026-09-02T17:29:36.519000+00:00"",""LogicalResourceId"":""QuerylistTeamMembershipByUserIdResolver"",""ResourceType"":""AWS::AppSync::Resolver"",""ResourceStatus"":""CREATE_COMPLETE"",""ResourceStatusReason"":null},{""EventId"":""CreateTeamMembershipResolver-CREATE_COMPLETE-2026-09-02T17:29:36.448Z"",""Timestamp"":""2026-09-02T17:29:36.448000+00:00"",""LogicalResourceId"":""CreateTeamMembershipResolver"",""ResourceType"":""AWS::AppSync::Resolver"",""ResourceStatus"":""CREATE_COMPLETE"",""ResourceStatusReason"":null},{""EventId"":""QuerylistTeamMembershipByTeamIdResolver-CREATE_COMPLETE-2026-09-02T17:29:36.281Z"",""Timestamp"":""2026-09-02T17:29:36.281000+00:00"",""LogicalResourceId"":""QuerylistTeamMembershipByTeamIdResolver"",""ResourceType"":""AWS::AppSync::Resolver"",""ResourceStatus"":""CREATE_COMPLETE"",""ResourceStatusReason"":null},{""EventId"":""ListTeamMembershipResolver-CREATE_IN_PROGRESS-2026-09-02T17:29:35.208Z"",""Timestamp"":""2026-09-02T17:29:35.208000+00:00"",""LogicalResourceId"":""ListTeamMembershipResolver"",""ResourceType"":""AWS::AppSync::Resolver"",""ResourceStatus"":""CREATE_IN_PROGRESS"",""ResourceStatusReason"":""Resource creation Initiated""},{""EventId"":""QuerylistTeamMembershipByUserIdResolver-CREATE_IN_PROGRESS-2026-09-02T17:29:34.680Z"",""Timestamp"":""2026-09-02T17:29:34.680000+00:00"",""LogicalResourceId"":""QuerylistTeamMembershipByUserIdResolver"",""ResourceType"":""AWS::AppSync::Resolver"",""ResourceStatus"":""CREATE_IN_PROGRESS"",""ResourceStatusReason"":""Resource creation Initiated""}]","[{""name"":""lte47f3mgbbvxehfgz476en3xy:GetAtt:TeamMembershipTable:Name"",""consumers"":[],""queryStatus"":""NO_CONSUMERS""},{""name"":""lte47f3mgbbvxehfgz476en3xy:GetAtt:TeamMembershipTable:StreamArn"",""consumers"":[],""queryStatus"":""NO_CONSUMERS""}]","resources:arn:aws:cloudformation:eu-north-1:058264289478:stack/amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataTeamMembershipNestedStackTeamMe-Z648JKYMLC8H/c3c000c0-a6f3-11f1-ba51-0e259bcc21f3"
