"stack","root","parent","status","template_resources","physical_entries","lambda","appsync","dynamodb_native","dynamodb_custom","cognito","s3","iam","custom","nested","outputs"
"amplify-projectrespawnwebsite-Ntgre-sandbox-amplifyDataMerchProductVariantNestedStackM-9W53RFLOJ5X2","amplify-projectrespawnwebsite-Ntgre-sandbox-8bd9d02332","amplify-projectrespawnwebsite-Ntgre-sandbox-8bd9d02332-data7552DF31-1IT8L0URMILU","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-projectrespawnwebsite-Ntgre-sandbox-amplifyDataPermissionAuditEventNestedStack-1A0PXGESI1P14","amplify-projectrespawnwebsite-Ntgre-sandbox-8bd9d02332","amplify-projectrespawnwebsite-Ntgre-sandbox-8bd9d02332-data7552DF31-1IT8L0URMILU","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-projectrespawnwebsite-Ntgre-sandbox-amplifyDataPermissionDefinitionNestedStack-1ITRJ4HE2951Q","amplify-projectrespawnwebsite-Ntgre-sandbox-8bd9d02332","amplify-projectrespawnwebsite-Ntgre-sandbox-8bd9d02332-data7552DF31-1IT8L0URMILU","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-projectrespawnwebsite-Ntgre-sandbox-amplifyDataPlayerChampionPoolEntryNestedSt-7CZOVYLEJDGR","amplify-projectrespawnwebsite-Ntgre-sandbox-8bd9d02332","amplify-projectrespawnwebsite-Ntgre-sandbox-8bd9d02332-data7552DF31-1IT8L0URMILU","CREATE_COMPLETE","46","46","0","43","0","1","0","0","1","1","0","2"
"amplify-projectrespawnwebsite-Ntgre-sandbox-amplifyDataRewardRedemptionEventClaimNeste-6HL7DVK6VT84","amplify-projectrespawnwebsite-Ntgre-sandbox-8bd9d02332","amplify-projectrespawnwebsite-Ntgre-sandbox-8bd9d02332-data7552DF31-1IT8L0URMILU","CREATE_COMPLETE","43","43","0","40","0","1","0","0","1","1","0","2"
"amplify-projectrespawnwebsite-Ntgre-sandbox-amplifyDataRewardRedemptionEventNestedStac-1VFMYQ8KVRM69","amplify-projectrespawnwebsite-Ntgre-sandbox-8bd9d02332","amplify-projectrespawnwebsite-Ntgre-sandbox-8bd9d02332-data7552DF31-1IT8L0URMILU","CREATE_COMPLETE","43","43","0","40","0","1","0","0","1","1","0","2"
"amplify-projectrespawnwebsite-Ntgre-sandbox-amplifyDataTeamMembershipNestedStackTeamMe-WCZXVS62U7CN","amplify-projectrespawnwebsite-Ntgre-sandbox-8bd9d02332","amplify-projectrespawnwebsite-Ntgre-sandbox-8bd9d02332-data7552DF31-1IT8L0URMILU","CREATE_COMPLETE","46","46","0","43","0","1","0","0","1","1","0","3"
"amplify-projectrespawnwebsite-Ntgre-sandbox-amplifyDataTeamNestedStackTeamNestedStackR-1JDKU82MS8003","amplify-projectrespawnwebsite-Ntgre-sandbox-8bd9d02332","amplify-projectrespawnwebsite-Ntgre-sandbox-8bd9d02332-data7552DF31-1IT8L0URMILU","CREATE_COMPLETE","46","46","0","43","0","1","0","0","1","1","0","3"
"amplify-projectrespawnwebsite-Ntgre-sandbox-amplifyDataTeamRosterSlotNestedStackTeamRo-14YH10PBU6UWL","amplify-projectrespawnwebsite-Ntgre-sandbox-8bd9d02332","amplify-projectrespawnwebsite-Ntgre-sandbox-8bd9d02332-data7552DF31-1IT8L0URMILU","CREATE_COMPLETE","46","46","0","43","0","1","0","0","1","1","0","3"
"amplify-projectrespawnwebsite-Ntgre-sandbox-amplifyDataTwitchCommandNestedStackTwitchC-W4IOYPK3WTV8","amplify-projectrespawnwebsite-Ntgre-sandbox-8bd9d02332","amplify-projectrespawnwebsite-Ntgre-sandbox-8bd9d02332-data7552DF31-1IT8L0URMILU","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-projectrespawnwebsite-Ntgre-sandbox-amplifyDataTwitchIntegrationNestedStackTwi-YSFLZV03VCBQ","amplify-projectrespawnwebsite-Ntgre-sandbox-8bd9d02332","amplify-projectrespawnwebsite-Ntgre-sandbox-8bd9d02332-data7552DF31-1IT8L0URMILU","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-projectrespawnwebsite-Ntgre-sandbox-amplifyDataTwitchOAuthTransactionNestedSta-1WLFCZT6BR0VI","amplify-projectrespawnwebsite-Ntgre-sandbox-8bd9d02332","amplify-projectrespawnwebsite-Ntgre-sandbox-8bd9d02332-data7552DF31-1IT8L0URMILU","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-projectrespawnwebsite-Ntgre-sandbox-amplifyDataTwitchRuntimeHealthNestedStackT-IFOY4ZMH5GHJ","amplify-projectrespawnwebsite-Ntgre-sandbox-8bd9d02332","amplify-projectrespawnwebsite-Ntgre-sandbox-8bd9d02332-data7552DF31-1IT8L0URMILU","CREATE_COMPLETE","43","43","0","40","0","1","0","0","1","1","0","2"
"amplify-projectrespawnwebsite-Ntgre-sandbox-amplifyDataTwitchTokenVaultNestedStackTwit-WKBEWIT1UDV1","amplify-projectrespawnwebsite-Ntgre-sandbox-8bd9d02332","amplify-projectrespawnwebsite-Ntgre-sandbox-8bd9d02332-data7552DF31-1IT8L0URMILU","CREATE_COMPLETE","43","43","0","40","0","1","0","0","1","1","0","2"
"amplify-projectrespawnwebsite-Ntgre-sandbox-amplifyDataUserProfileNestedStackUserProfi-1N1L9N5L89W4E","amplify-projectrespawnwebsite-Ntgre-sandbox-8bd9d02332","amplify-projectrespawnwebsite-Ntgre-sandbox-8bd9d02332-data7552DF31-1IT8L0URMILU","CREATE_COMPLETE","41","41","0","38","0","1","0","0","1","1","0","2"
"amplify-projectrespawnwebsite-Ntgre-sandbox-amplifyDataWorkspaceMembershipNestedStackW-8QPM2OKM0CKW","amplify-projectrespawnwebsite-Ntgre-sandbox-8bd9d02332","amplify-projectrespawnwebsite-Ntgre-sandbox-8bd9d02332-data7552DF31-1IT8L0URMILU","CREATE_COMPLETE","42","42","0","39","0","1","0","0","1","1","0","2"
"amplify-projectrespawnwebsite-Ntgre-sandbox-amplifyDataWorkspaceMembershipPermissionNe-1A95LWNM73OVD","amplify-projectrespawnwebsite-Ntgre-sandbox-8bd9d02332","amplify-projectrespawnwebsite-Ntgre-sandbox-8bd9d02332-data7552DF31-1IT8L0URMILU","CREATE_COMPLETE","42","42","0","39","0","1","0","0","1","1","0","2"
"amplify-projectrespawnwebsite-Ntgre-sandbox-amplifyDataWorkspaceMembershipPermissionSe-EIVOMDMIOY6P","amplify-projectrespawnwebsite-Ntgre-sandbox-8bd9d02332","amplify-projectrespawnwebsite-Ntgre-sandbox-8bd9d02332-data7552DF31-1IT8L0URMILU","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-projectrespawnwebsite-Ntgrestage8-s-amplifyDataAmplifyTableManagerNestedStackA-CDN4QNJKG66N","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70-data7552DF31-GOEJQD87E9M","CREATE_COMPLETE","9","9","2","0","0","0","0","0","5","0","0","1"
"amplify-projectrespawnwebsite-Ntgrestage8-s-amplifyDataBoardPermissionRuleNestedStackB-1CT82ZKQP90VT","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70-data7552DF31-GOEJQD87E9M","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-projectrespawnwebsite-Ntgrestage8-s-amplifyDataBrandAccessNestedStackBrandAcce-AXP6WA4K30ZC","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70-data7552DF31-GOEJQD87E9M","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-projectrespawnwebsite-Ntgrestage8-s-amplifyDataBrandAccessPermissionNestedStac-906GMCGFCK9H","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70-data7552DF31-GOEJQD87E9M","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-projectrespawnwebsite-Ntgrestage8-s-amplifyDataBrandNestedStackBrandNestedStac-1ROG7V6ZFR0Y","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70-data7552DF31-GOEJQD87E9M","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-projectrespawnwebsite-Ntgrestage8-s-amplifyDataConnectionStackNestedStackConne-19BFGAEXOPEQS","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70-data7552DF31-GOEJQD87E9M","UPDATE_COMPLETE","85","85","0","84","0","0","0","0","0","0","0","0"
"amplify-projectrespawnwebsite-Ntgrestage8-s-amplifyDataDiscordBotConfigurationNestedSt-1VTTK7A47YUSM","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70-data7552DF31-GOEJQD87E9M","UPDATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-projectrespawnwebsite-Ntgrestage8-s-amplifyDataEventNestedStackEventNestedStac-6651XZA76ENY","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70-data7552DF31-GOEJQD87E9M","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-projectrespawnwebsite-Ntgrestage8-s-amplifyDataEventSuggestionNestedStackEvent-RLUHHZT1Q8M7","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70-data7552DF31-GOEJQD87E9M","UPDATE_COMPLETE","40","40","0","37","0","1","0","0","1","1","0","2"
"amplify-projectrespawnwebsite-Ntgrestage8-s-amplifyDataEventTagNestedStackEventTagNest-1G09Q877TKJK3","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70-data7552DF31-GOEJQD87E9M","UPDATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-projectrespawnwebsite-Ntgrestage8-s-amplifyDataForumActivityNestedStackForumAc-FWN3LLHVMDL5","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70-data7552DF31-GOEJQD87E9M","CREATE_COMPLETE","40","40","0","37","0","1","0","0","1","1","0","2"
"amplify-projectrespawnwebsite-Ntgrestage8-s-amplifyDataForumBoardNestedStackForumBoard-1PQ4O5AJXDAPX","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70-data7552DF31-GOEJQD87E9M","UPDATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-projectrespawnwebsite-Ntgrestage8-s-amplifyDataForumCategoryNestedStackForumCa-D3GR192HDAEC","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70-data7552DF31-GOEJQD87E9M","UPDATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-projectrespawnwebsite-Ntgrestage8-s-amplifyDataForumPostNestedStackForumPostNe-9VGJYYDKQ3MZ","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70-data7552DF31-GOEJQD87E9M","UPDATE_COMPLETE","41","41","0","38","0","1","0","0","1","1","0","4"
"amplify-projectrespawnwebsite-Ntgrestage8-s-amplifyDataForumThreadNestedStackForumThre-16IENE1HEOI4Q","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70-data7552DF31-GOEJQD87E9M","UPDATE_COMPLETE","41","41","0","38","0","1","0","0","1","1","0","4"
"amplify-projectrespawnwebsite-Ntgrestage8-s-amplifyDataFulfillmentOrderNestedStackFulf-ZIZV09MHIGND","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70-data7552DF31-GOEJQD87E9M","UPDATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-projectrespawnwebsite-Ntgrestage8-s-amplifyDataFunctionDirectiveStackNestedSta-1YRD7T0AJD3P","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70-data7552DF31-GOEJQD87E9M","UPDATE_COMPLETE","307","307","0","204","0","0","0","0","102","0","0","0"
"amplify-projectrespawnwebsite-Ntgrestage8-s-amplifyDataGroupPermissionNestedStackGroup-BDA7E91VCTID","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70-data7552DF31-GOEJQD87E9M","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-projectrespawnwebsite-Ntgrestage8-s-amplifyDataMediaCollectionNestedStackMedia-V58LT2OIUKP3","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70-data7552DF31-GOEJQD87E9M","UPDATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-projectrespawnwebsite-Ntgrestage8-s-amplifyDataMediaItemNestedStackMediaItemNe-17CHXFDERO1VZ","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70-data7552DF31-GOEJQD87E9M","UPDATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-projectrespawnwebsite-Ntgrestage8-s-amplifyDataMerchCategoryNestedStackMerchCa-AJ7LEI8T886W","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70-data7552DF31-GOEJQD87E9M","UPDATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-projectrespawnwebsite-Ntgrestage8-s-amplifyDataMerchProductBrandNestedStackMer-1CFG6QUU1YJN9","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70-data7552DF31-GOEJQD87E9M","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-projectrespawnwebsite-Ntgrestage8-s-amplifyDataMerchProductCategoryNestedStack-WK8A64MI0CMO","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70-data7552DF31-GOEJQD87E9M","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-projectrespawnwebsite-Ntgrestage8-s-amplifyDataMerchProductImageNestedStackMer-V3L45CTVYCOX","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70-data7552DF31-GOEJQD87E9M","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-projectrespawnwebsite-Ntgrestage8-s-amplifyDataMerchProductNestedStackMerchPro-1FJDAU8RXVY5K","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70-data7552DF31-GOEJQD87E9M","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-projectrespawnwebsite-Ntgrestage8-s-amplifyDataMerchProductVariantNestedStackM-X3MNWBBI0DIN","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70-data7552DF31-GOEJQD87E9M","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-projectrespawnwebsite-Ntgrestage8-s-amplifyDataPermissionAuditEventNestedStack-1GKJWW4JHEMFC","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70-data7552DF31-GOEJQD87E9M","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-projectrespawnwebsite-Ntgrestage8-s-amplifyDataPermissionDefinitionNestedStack-OR8PFJGCOOK0","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70-data7552DF31-GOEJQD87E9M","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-projectrespawnwebsite-Ntgrestage8-s-amplifyDataTwitchCommandNestedStackTwitchC-4VJHY3N5ORCU","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70-data7552DF31-GOEJQD87E9M","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-projectrespawnwebsite-Ntgrestage8-s-amplifyDataUserProfileNestedStackUserProfi-1DCM1H0MLUU5M","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70-data7552DF31-GOEJQD87E9M","CREATE_COMPLETE","41","41","0","38","0","1","0","0","1","1","0","2"
"amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","","UPDATE_COMPLETE","5","5","0","0","0","0","0","0","0","0","4","35"
"amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70-apistack7B433BC7-12HKWH5B6SNKR","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","UPDATE_COMPLETE","22","22","0","0","0","0","0","0","0","0","0","1"
"amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70-auth179371D7-8JZI4ES7ASO4","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","CREATE_COMPLETE","37","37","2","0","0","0","14","0","18","0","0","12"
"amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70-data7552DF31-GOEJQD87E9M","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","UPDATE_COMPLETE","59","59","3","4","0","0","0","4","7","4","30","6"
"amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70-storage0EC3F24A-1UQU9HKRSJUI8","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","amplify-projectrespawnwebsite-Ntgrestage8-sandbox-583d036e70","CREATE_COMPLETE","12","12","1","0","0","0","0","2","6","1","0","1"
"CDKToolkit","CDKToolkit","","CREATE_COMPLETE","14","11","0","0","0","0","0","2","8","0","0","5"
"ProjectRespawnTwitchRuntimeStaging","ProjectRespawnTwitchRuntimeStaging","","CREATE_COMPLETE","20","13","1","0","0","0","0","0","4","0","0","2"
"swg-private-test","swg-private-test","","UPDATE_COMPLETE","19","19","0","0","0","0","0","2","2","0","0","7"
