"stack","root","parent","status","template_resources","physical_entries","lambda","appsync","dynamodb_native","dynamodb_custom","cognito","s3","iam","custom","nested","outputs"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataAmplifyTableManagerNestedStackA-1XPCIKO48E5IY","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","9","9","2","0","0","0","0","0","5","0","0","1"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataApplicationAnswerNestedStackApp-86EPEO9LUE9B","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","42","42","0","39","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataApplicationAuditEventNestedStac-BB0YG475T92T","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","42","42","0","39","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataApplicationCreatorProfileNested-86L9D176ARFC","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","42","42","0","39","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataApplicationIdempotencyNestedSta-RE1BQEE2AFEP","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataApplicationPublicRateLimitNeste-Z3UMH2GN05O4","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataApplicationScheduleNestedStackA-1NJ1XUCAYXWB9","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","42","42","0","39","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataApplicationSubmissionNestedStac-1AT22KLF5M3K8","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","50","50","0","47","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataBoardPermissionRuleNestedStackB-2VEDWTE4WXVM","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataBrandAccessNestedStackBrandAcce-9AG6SBCQ57YU","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataBrandAccessPermissionNestedStac-XEC7HJGZNC4W","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataBrandNestedStackBrandNestedStac-B78YHC2XFHAP","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataConnectionStackNestedStackConne-2DK7YP2DMXN5","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","109","109","0","108","0","0","0","0","0","0","0","0"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataDiscordBotConfigurationNestedSt-FKGJFH6J9H81","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataEventNestedStackEventNestedStac-2U9WXIYV31CX","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataEventSuggestionNestedStackEvent-1DDC67SQGWORZ","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","40","40","0","37","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataEventTagNestedStackEventTagNest-1R68MVC61PL23","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataForumActivityNestedStackForumAc-13JUFT4MIJZFO","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","40","40","0","37","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataForumBoardNestedStackForumBoard-GF51J9HOOUKO","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataForumCategoryNestedStackForumCa-YSM3PIUZD6L1","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataForumPostNestedStackForumPostNe-8AIXEFUNBDV3","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","41","41","0","38","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataForumThreadNestedStackForumThre-13PV5Y2GPBM0K","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","41","41","0","38","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataFulfillmentOrderNestedStackFulf-JBWPG8OW6XF2","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataFunctionDirectiveStackNestedSta-KGT4TIF4G252","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","355","355","0","236","0","0","0","0","118","0","0","0"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataGroupPermissionNestedStackGroup-102NYXDJLYND3","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataMediaCollectionNestedStackMedia-1P5RLWAND492A","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataMediaItemNestedStackMediaItemNe-QRZ4J63O3EIX","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataMerchCategoryNestedStackMerchCa-1FTE17TONW2O","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataMerchProductBrandNestedStackMer-2IQE8TSY7IC8","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataMerchProductCategoryNestedStack-1082XUAXB5FI0","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataMerchProductImageNestedStackMer-G58WA4NI1PYT","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataMerchProductNestedStackMerchPro-UQRSSS6LE7AQ","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataMerchProductVariantNestedStackM-1KWVM8YSTZTEF","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataPermissionAuditEventNestedStack-1VKUG54O55X0Q","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataPermissionDefinitionNestedStack-ZQG2EKJ9ZDNS","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataTwitchCommandNestedStackTwitchC-1FYBZ6G0VKM0X","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataTwitchIntegrationNestedStackTwi-217NDS572M8T","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataTwitchOAuthTransactionNestedSta-1BSW0VBNHYWJ","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataTwitchRuntimeHealthNestedStackT-12GAB1MS9UURU","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","43","43","0","40","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataTwitchTokenVaultNestedStackTwit-1DVR9AHPLSEBG","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","43","43","0","40","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-Demo-branch-e6d14a69-amplifyDataUserProfileNestedStackUserProfi-BYNH3L5LP426","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","CREATE_COMPLETE","41","41","0","38","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","","CREATE_COMPLETE","12","12","2","0","0","0","0","0","4","1","4","35"
"amplify-d2cux232bpa951-Demo-branch-e6d14a6927-apistack7B433BC7-1ABM1WKEOZIM7","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","CREATE_COMPLETE","42","42","0","0","0","0","0","0","0","0","0","1"
"amplify-d2cux232bpa951-Demo-branch-e6d14a6927-auth179371D7-1XWJRVLMLOUID","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","CREATE_COMPLETE","37","37","2","0","0","0","14","0","18","0","0","12"
"amplify-d2cux232bpa951-Demo-branch-e6d14a6927-data7552DF31-HPK4IGEJV5ID","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","CREATE_COMPLETE","72","72","3","4","0","0","0","4","7","4","41","6"
"amplify-d2cux232bpa951-Demo-branch-e6d14a6927-storage0EC3F24A-YK99LT0BEOWR","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","amplify-d2cux232bpa951-Demo-branch-e6d14a6927","CREATE_COMPLETE","12","12","1","0","0","0","0","2","6","1","0","1"
"amplify-d2cux232bpa951-development-branch-62707e873c","amplify-d2cux232bpa951-development-branch-62707e873c","","ROLLBACK_COMPLETE","12","9","2","0","0","0","0","0","4","1","4","35"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataAlphaServiceNonceNestedStackAlp-L930UU05NJ3B","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","43","43","0","40","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataAmplifyTableManagerNestedStackA-ADST837VTJKV","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","9","9","2","0","0","0","0","0","5","0","0","1"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataApplicationAnswerNestedStackApp-1HTNOGVPP9U6S","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","42","42","0","39","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataApplicationAuditEventNestedStac-129BEXNLXEZLK","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","42","42","0","39","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataApplicationCreatorProfileNested-XNZRSOR82QE","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","42","42","0","39","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataApplicationIdempotencyNestedSta-HTBVK7BC9H9X","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataApplicationPublicRateLimitNeste-1EE2GD4KEWJOP","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataApplicationScheduleNestedStackA-126TP3QU4WTAT","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","42","42","0","39","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataApplicationSubmissionNestedStac-I6YILZNDYE57","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","50","50","0","47","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataBoardPermissionRuleNestedStackB-KWYH39D83S1K","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataBrandAccessNestedStackBrandAcce-7RW31ZUAOX7P","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataBrandAccessPermissionNestedStac-8C31YUS97H4E","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataBrandNestedStackBrandNestedStac-E94GT900VNJP","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataConnectionStackNestedStackConne-FR2Q4D0NCOL9","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","109","109","0","108","0","0","0","0","0","0","0","0"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataCreatorWorkspaceRecordNestedSta-1ODIZI1Z0T6OX","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","42","42","0","39","0","1","0","0","1","1","0","3"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataDiscordBotConfigurationNestedSt-RW3V3T4CA9T5","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataEventNestedStackEventNestedStac-RAN00HYOXQC4","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataEventSuggestionNestedStackEvent-E31NJ9918KL9","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","40","40","0","37","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataEventTagNestedStackEventTagNest-RNFFV6TEGSXK","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataForumActivityNestedStackForumAc-X36G3378PN57","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","40","40","0","37","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataForumBoardNestedStackForumBoard-F0214P6HRM03","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataForumCategoryNestedStackForumCa-129Y8D5CGX44","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataForumPostNestedStackForumPostNe-1PB47CGF60CKI","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","41","41","0","38","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataForumThreadNestedStackForumThre-B50QPDDDAZVO","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","41","41","0","38","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataFulfillmentOrderNestedStackFulf-1IK4IQXUQYIIZ","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataFunctionDirectiveStackNestedSta-161ITRTNOX6TX","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","475","475","0","316","0","0","0","0","158","0","0","0"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataGroupPermissionNestedStackGroup-1CDWMCLLI4KY2","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataInvestorAccessAuditEventNestedS-BCY4I7MPKHMH","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataInvestorAccessNestedStackInvest-TSTFMSBVNBU1","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","42","42","0","39","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataInvestorAccessRequestNestedStac-NDANZY0JT3XQ","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","46","46","0","43","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataMediaCollectionNestedStackMedia-1KB63Y4SEAXCT","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataMediaItemNestedStackMediaItemNe-N0QCUTPO7GMJ","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataMerchCategoryNestedStackMerchCa-1PCOHP6TO23HZ","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataMerchProductBrandNestedStackMer-1EYBMYRVXHDKK","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
